1,Płeć,met_ple,
2,Wiek,met_wie,
3,Miejsce.zamieszkania,met_msc,
4,Wykształcenie,met_wyk,
5,Uczę.się.studiuję,met_ucz,
6,Pracuję.na.całym.etacie,met_prac,1
7,Pracuję.na.części.etatu,,"0,5"
8,Wykonuję.pracę.dorywczą,,"0,5"
9,Emeryt.rencista,,0
10,Nie.pracuję,,0
11,Liczba.osób.w.gospodarstwie.domowym,met_osb,
12,Liczba.dzieci.w.gospodarstwie.domowym,met_dzi,
13,Dokonuję.zakupów.samodzielnie,met_zak,
14,Uczestniczę.z.rodziną.współlokatorami.w.zakupach,,
15,Nie.dokonuję.zakupów,,
16,Przygotowuję.posiłki.samodzielnie,met_pos,
17,Uczestniczę.z.rodziną.współlokatorami.w.przygotowaniu.posiłków,,
18,Nie.przygotowuję.posiłków,,
19,Jak.ocenia.Pan.Pani.sytuację.finansową.swojego.gospodarstwa.domowego.,met_fin,
20,Jak.ocenia.Pan.Pani.swoją.wiedzę.żywieniową,met_zyw,
21,Jaką.dietę.Pan.Pani.stosuje.,met_die,
22,Other,,
23,Ważne..by.żywność.zawierała.mało.kalorii,fcq_kal,
24,Ważne..by.żywność.była.warta.pieniędzy..które.za.nią.płacę,fcq_pie,
25,Ważne..by.żywność.była.opakowana.w.sposób.przyjazny.dla.środowiska,fcq_opk,
26,Ważne..by.żywność.pochodziła.z.produkcji.ekologicznej,fcq_eko,
27,Ważne..by.żywność.zawierała.mało.tłuszczu,fcq_tlu,
28,Ważne..by.żywność.była.polskiego.pochodzenia,fcq_pol,
29,Ważne..by.żywność.nie.zawierała.genetycznie.modyfikowanych.składników,fcq_gmo,
30,Ważne..by.żywność.zawierała.dużo.witamin.i.składników.mineralnych,fcq_wit,
31,Ważne..by.żywność.nie.zawierała.sztucznych.dodatków,fcq_dod,
32,Ważne..by.żywność.charakteryzowała.się.odpowiednią.wartością.odżywczą,fcq_odz,
33,Ważne..by.żywność.zawierała.dużo.białka,fcq_bia,
34,Ważne..by.żywność.zawierała.naturalne.składniki,fcq_skl,
35,Ważne..by.żywność.przypominała.tę..którą.jadłem.am..w.dzieciństwie,fcq_dzc,
36,Ważne..by.żywność.pomagała.odprężyć.się,fcq_odp,
37,Ważne..by.żywność.była.mało.czasochłonna,fcq_czs,
38,Informacja.na.opakowaniu.produktu.jest.dla.mnie.bardzo.ważna...muszę.wiedzieć..co.ten.produkt.zawiera,,
39,Porównuję.etykiety..żeby.wybrać.produkty.o.najwyższej.wartości.odżywczej,,
40,Zawsze.sprawdzam.ceny.nawet.najdrobniejszych.produktów,,
41,Porównuję.informacje.na.etykietach.produktów.zanim.zdecyduję..który.produkt.wybrać,,
42,Wolę.kupować.produkty.naturalne..np..bez.konserwantów,,
43,Staram.się.unikać.żywności.zawierającej.substancje.dodatkowe,,
44,Ważniejsze.jest.wybieranie.żywności.ze.względu.na.wartość.odżywczą.niż.jej.smak,,
45,Nie.ufam.nowym.produktom.żywnościowym,,
46,Na.przyjęciach.próbuję.nowych.potraw.i.produktów,,
47,Kupowanie.zagranicznych.produktów.pozbawia.Polaków.miejsc.pracy,,
48,Z.zagranicy.należy.sprowadzać.jedynie.te.produkty..które.nie.są.dostępne.w.Polsce,,
49,Z.zagranicy.należy.sprowadzać.jedynie.te.produkty..których.nie.można.wyprodukować.w.Polsce,,
50,Mam.szczególne.zaufanie.do.niektórych.marek..producentów.i.dostawców,,
51,Korzystam.z.podanego.na.opakowaniu.sposobu.przygotowania.lub.przepisu,,
52,Ważne..by.żywność.sprawiała.przyjemność,,
53,Jeśli.produkt.mi.nie.smakował..nie.kupię.go.nigdy.więcej,,
54,Polska.żywność.jest.świeższa.niż.zagraniczna,,
55,Polska.żywność.jest.tańsza.niż.zagraniczna,,
56,Polska.żywność.jest.smaczniejsza.niż.zagraniczna,,
57,Nie.kupuję.produktów..których.składników.nie.znam,,
58,Lubię.kupować.takie.produkty.żywnościowe..które.zrobią.na.innych.wrażenie,,
59,Kupowanie.różnych.produktów.żywnościowych.wywołuje.we.mnie.pozytywne.uczucia.i.emocje,,
60,Staram.się..by.zrobić.zakupy.tak.szybko.i.skutecznie..jak.to.możliwe,,
61,W.jakim.stopniu.cena.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,zmn_cen,
62,W.jakim.stopniu.miejsce.zakupu.jest.ważne.dla.Pana.Pani.przy.ich.wyborze.,zmn_zak,
63,W.jakim.stopniu.świeżość.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,zmn_swz,
64,W.jakim.stopniu.odmiana.ziemniaków.jest.ważna.dla.Pana.Pani.przy.ich.wyborze.,zmn_odm,
65,W.jakim.stopniu.kraj.pochodzenia.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,zmn_krj,
66,W.jakim.stopniu.kolor.skórki.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,zmn_kol,
67,W.jakim.stopniu.brak.oczek.i.kiełków.jest.ważny.dla.Pana.Pani.przy.ich.wyborze.,zmn_wiz,
68,W.jaki.sposób.spożywa.je.Pan.Pani.najczęściej.,zmn_spo,
